OBJECTID,PARKID,PARKNAME,NAME_ALT,PARK_ADDR,CITY_MUNI,COUNTY,STATE,PARKSTATUS,WINTER_STS,FUNC_TYPE,LANDOWNER,OWNERTYPE,AGENCYNAME,AGENCYTYPE,YEAROPEN,LANDCOVER,WATERACRES,LAND_ACRES,PARK_ACRES,PLND_ACRES,TRL_MILES,ACQSOURCE,ACQMETHOD,ACQCOMMENT,DEVSOURCE,DEVCOMMENT,RESTRICTS,LWCFPROT,OTHERPROT,RESPRTCMNT,SERVICAREA,MGTPRIORTY,VLTR_OPPS,SPEC_FEAT,PARK_HOURS,PKING_CAP,VISITORCTS,PASSHOLDER,PARK_EMAIL,PARK_PHONE,PARK_URL,MNTCEEMAIL,MNTCEPHONE,DATAAUTHOR,EDITED_BY,EDITED_DT,CREATED_BY,CREATED_DT,ShapeSTArea,ShapeSTLength
703,34026,Oberlin,,11597 Oberlin Rd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,14.68272074,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,59418.86270552,1495.41997460637
704,20045,Off Leash Dog Area,,11000 Nesbitt Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,35.06468869,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,141898.967414515,1747.97874226724
705,50034,Old Dunning School,,10980 West River Road,Champlin,053,MN,Open,,,,,Champlin,05,,,,,0.54580442,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,2208.792116185,250.891701305908
706,97002,Old Orchard Park,,4901 Manitou Rd,Tonka Bay,053,MN,Open,,,,,Tonka Bay,05,,,,,11.06852329,,,,,,,,,,,,,,,,Unknown,,,,,952-474-2947,https://www.cityoftonkabay.net/index.asp?SEC=9E522C8F-210A-4380-8CB1-F4323CDF899E,,,Hennepin County,,,,,44792.724548475,1838.73651979027
707,56011,Old Orchards Park,,13590 Vinewood Lane N,Dayton,053,MN,Open,Open,,,,Dayton,05,,,,,5.28976128,,,,,,,,,,,,,,,,Unknown,,,,,763-427-4589,https://cityofdaytonmn.com/departments/parksrec/parks/,,,Hennepin County,,,,,21406.90441948,820.123985061754
708,20046,Olson Middle / Elementary,,4501 102nd Street W,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,39.8692287,,,,,,,,,,,,,,,,Unknown,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,161342.800384005,1587.04220137423
709,34027,Orchard,,12595 Orchard Rd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,7.24470652,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,29318.28710428,794.434262159271
710,22006,Orchard Park,,65th & Orchard Lane,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,6.52927357,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,26422.99848952,898.004345999617
711,48021,Orchard Trail Park,,5401 Oxbow Creek Drive,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,12.69363314,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,51369.31078303,1546.87127151755
712,46046,Oregon Park,,3100 Oregon Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,2.13781518,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,8651.43110782,528.583357305427
713,28047,Orkla Open Space,,1251 Orkla Drive,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,1.56631605,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,6338.65618001,361.741998325623
714,38017,Orono Golf Course,,265 Orono Orchard Rd S,Orono,053,MN,Open Fee,Closed,,,,Orono,05,,,,,45.60046781,,,,,,,,,,,,,,,,Unknown,,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Hennepin County,,,,,184538.53505719,1707.9459046804
715,38012,Orono School System Facilities,,795 Old Crystal Bay Rd,Orono,053,MN,Open,Open,,,,Orono Public Schools,10,,,,,137.47852883,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,556355.867341915,4779.98180244055
716,01129,Orvin Ole Olson Park,,2325 West River Rd N,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.46888095,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,14038.06313719,523.528945756131
717,46040,Otten Pond,,1440 Dakota Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,3.47622517,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,14067.7841589,594.671990602782
718,61051,Overlook Park,,9514 GREY WIDGEON PL,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,6.50268332,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,26330.51462392,1335.21575076461
719,20047,Overlook Pond Park,,4600 Overlook Drive,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,8.01172483,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,32421.42525237,824.711231302357
720,30015,Overpass Skate Park,,100 Washington Ave S,Hopkins,053,MN,Open Fee,Closed,,,,Hopkins,05,,,,,1.0473169,,,,,,,,,,,,,,,,Hours Vary,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,4238.34113586,273.987537898961
721,20092,Oxboro Lake Park,,49301 Syndicate Ave S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,23.32097508,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,94373.884962235,1450.48021293221
722,48070,Oxbow Creek Elementary,,6505 109th Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,21.65135381,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,87619.920209345,1353.56700404977
723,50027,Oxbow Park,,5250 109th Ave N,Champlin,053,MN,Open,,,,,Champlin,05,,,,,39.72875073,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,160776.550044155,2313.38120364075
724,01034,Painter Park,,620 W. 34th Street,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,2.95197687,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,11946.22657453,463.728343030848
725,28048,Paisley Park,,220 Paisley Lane,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,0.40436354,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,1636.855078075,162.118644487
726,48077,Palmer Lake Elementary,,2401 Brookdale Court,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,14.983605,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,60636.49811328,984.993176859238
727,48051,Palmer Lake Nature Area,,2401 Brookdale Court,Brooklyn Park,053,MN,Open,,,,,Unknown,97,,,,,102.84895137,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,416214.939380415,4548.39449814904
728,22015,Palmer Lake Park,,2800-69th Avenue,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,5.83451947,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,23611.46260817,632.206119579575
729,24029,Pamela Park,,4303 West 58th Street,Edina,053,MN,Open,Open,,,,Edina,05,,,,,64.62901751,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,261544.354579355,4217.17411463749
730,01044,Parade Park,,400 Kenwood Parkway,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,43.98796973,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,178012.997823755,2964.55253927915
731,48075,Park Brook Elementary,,7400 Hampshire Avenue,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,9.59363789,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,38824.10627298,824.153210322797
732,48059,Park Center High School,,73rd & Noble Avenue North,Brooklyn Park,053,MN,Open,,,,,Unknown,97,,,,,43.51310064,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,176091.270769165,2457.08699478828
733,48014,Park Lawn Park,,7759 Kentucky Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,3.18964814,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,12908.048058895,755.524809818992
734,01039,Park Siding Park,,Dean Ct & 28th St W,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,1.37756206,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,5574.79587394,297.03187702987
735,30009,Park Valley Playground,,635 6th Ave South,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,1.21488337,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,4916.45857006,285.428533954669
736,40021,Parkers Lake,,15205 County Road 6,Plymouth,053,MN,Open,,Community Park,,,Plymouth,05,,,,,24.42003512,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,98824.375971285,4123.28662780446
737,40014,Parkers Lake Playfield,,15500 County Road 6,Plymouth,053,MN,Open,,Playfield,,,Plymouth,05,,,,,27.29420414,,,,,,,,,,,,,,,,7:00am to 10:30pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,110455.72532395,1563.59548348587
738,20048,Parkers Picnic Grounds,,10401 Columbus Road,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,10.98064028,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,44437.07462918,1128.51745035747
739,44010,Parkview Park,,2765 Parkview Blvd,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,0.30166377,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,1220.20956286,141.757397794082
740,46025,Parkview Park,,6801 33rd St W,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,0.18758482,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,759.12882174,133.104174545556
741,46024,Paul Frank Field/Freedom Park,,3261 Gorham Ave,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,2.79260181,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,11301.25855076,464.914014084517
742,50025,Paul Wethern Park,,13325 Valley Forge Lane,Champlin,053,MN,Open,,,,,Champlin,05,,,,,3.46868086,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,14037.25340942,628.060274546586
743,95008,Pauly Park,,3750 Fox Trail,St. Bonifacius,053,MN,Open,Open,,,,St. Bonifacius,05,,,,,2.17201119,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,stboni@visi.com,952-446-1061,https://ci.st-bonifacius.mn.us/index.asp?SEC=F5303C12-3E20-4E16-8070-C04B35736B84&Type=B_BASIC,,,Hennepin County,,,,,8791.07683749,478.448988069604
744,01115,Pearl Park,,414 E. Diamond Lake Rd.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,29.12426527,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,117861.71996705,1773.89271280462
745,01019,Peavey Park,,730 East 22nd St.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,7.15904378,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,28971.622312395,734.734787114152
746,20049,Penn Lake Park,,1925 West 86th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,41.00117401,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,165923.85854644,2377.18321630582
747,46010,Pennsylvania Park,,1459 Pennsylvania Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,5.35998301,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,21691.08164962,654.959561560165
748,28006,Pennsylvania Woods,,2301 Rhode Island Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,22.90214919,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,92681.709539155,1493.03563775839
749,36002,Perennial Park,,1270 Langewood Dr,Minnetrista,053,MN,Open,Open,,,,,,,,,,0.4259445,,,,,,,,,,,,,,,,Unknown,,,,,952-446-1660,https://www.cityofminnetrista.com/parks-commission,,,Minnetrista,,,,,1723.7362203,173.422894943658
750,01089,Perkins Hill,,34th Ave N & 4th St N,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.08110667,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,12468.79630373,516.037542629049
751,28034,Perpich Center for Arts Ed Soccer Field,,6125 Olson Memorial Highway,Golden Valley,053,MN,Open,Open,,,,Perpich Center,99,,,,,2.27337152,,,,,,,,,,,,,,,,Unknown,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,9200.00813511,399.149272942375
752,01067,Pershing Field,,3523 W. 48th St.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,8.50706476,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,34426.86967827,742.709541137645
753,61017,Pheasant Woods Park,,8420 MITCHELL RD,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,19.86461458,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,80390.177604945,1727.00800302625
754,01058,Phelps Field,,701 E 39th St.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,7.82669988,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,31673.53066058,712.074390047614
755,85005,Philbrook Park,,Clover Cr & Southview Ln,Mound,053,MN,Open,Open,,,,Mound,05,,,,,3.3624713,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,13595.602611595,445.631048982944
756,01059,Phillips Pool & Gym Park,,24th St E &13th Ave S,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,2.75249156,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,11138.93814168,454.867170761713
757,40038,Pilgrim Lane Elementary,,3725 Pilgrim Lane N,Plymouth,053,MN,Open,,School Park,,,ISD 281,10,,,,,11.83169908,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,47881.179120935,884.861208930425
758,76011,Pilgrim Playlot,,9350 Pilgrim Ln.,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,1.96541971,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,7953.77139408,391.761430217497
759,48025,Pinebrook Park,,9432 Fallgold Parkway,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,5.94800895,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,24070.73822287,809.847451643795
760,50024,Pines Park,,6001 114 Lane N,Champlin,053,MN,Open,,,,,Champlin,05,,,,,2.68374407,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,10860.726937225,433.868214836035
761,34028,Pioneer,,12177 Pioneer Rd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,0.93720671,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,3792.740996775,349.526569745678
762,70001,Pioneer Creek Park,,2055 County Rd 90,Independence,053,MN,Open,Open,,,,Idependence,05,,,,,50.1271452,,,,,,,,,,,,,,,,Unknown,,,,,763-479-0527,https://www.ci.independence.mn.us/community/parks,,,Hennepin County,,,,,202857.35947624,2269.16560571428
763,61018,Pioneer Park,,8940 SUTTON DR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,21.52184308,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,87097.569984985,2301.2023769432
764,77001,Pioneer Park,,1645 Pioneer Ave,Maple Plain,053,MN,Open,Open,,,,Maple Plain,05,,,,,4.15934243,,,,,,,,,,,,,,,,Unknown,,,,,763-479-0515,https://www.mapleplain.com/parks,,,Hennepin County,,,,,16832.26163502,575.371704981976
765,97004,Pleasant Park,,20 Pleasant Lane E,Tonka Bay,053,MN,Open,,,,,Tonka Bay,05,,,,,2.60667203,,,,,,,,,,,,,,,,Unknown,,,,,952-474-2947,https://www.cityoftonkabay.net/index.asp?SEC=9E522C8F-210A-4380-8CB1-F4323CDF899E,,,Hennepin County,,,,,10548.82744702,476.85142369091
766,20050,Pleasant Playlot,,10325 Pleasant Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,1.09076949,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,4414.18752882,288.196356271835
767,38021,Pleasant View Park,,Big Island,Orono,053,MN,Open,Open,,,,Orono,05,,,,,1.565813,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,6336.620410185,654.770791336656
768,28049,Plymouth Avenue Open Space,,8901 Plymouth Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,2.71791238,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,10999.001158135,951.076104982383
769,40067,Plymouth Creek,,14800 34th Avenue N,Plymouth,053,MN,Open,,Community Park,,,Plymouth,05,,,,,93.71377048,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,379246.17876352,5365.53631819046
770,40055,Plymouth Creek Center & Fieldhouse,,14800 34th Avenue N,Plymouth,053,MN,Open,,Special Use & City Recreation Facility,,,Plymouth,05,,,,,19.68399168,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,plymouthcreek@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,79658.299056005,2078.67075599707
771,40002,Plymouth Creek Elementary,,16005 41st Avenue N,Plymouth,053,MN,Open,,School Park,,,ISD 284,10,,,,,16.68260712,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,67512.115776095,1228.45283456293
772,40049,Plymouth Creek Playfield,,3625 Fernbrook Lane N,Plymouth,053,MN,Open,,Playfield,,,Plymouth,05,,,,,32.31022257,,,,,,,,,,,,,,,,7:00am to 10:30pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,130754.83291887,1701.43148795253
773,40031,Plymouth Dog Park,,17005 County Road 47,Plymouth,053,MN,Open,,Special Use & City Recreation Facility,,,Plymouth,05,,,,,20.3478928,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,82345.0401685,1426.94663493652
774,40068,Plymouth Ice Center,,3650 Plymouth Boulevard,Plymouth,053,MN,Open,,Special Use & City Recreation Facility,,,Plymouth,05,,,,,15.88522887,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,icecenter@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,64285.238444515,1124.67787755284
775,40009,Plymouth Playfield,,9755 36th Avenue N,Plymouth,053,MN,Open,,Playfield,,,Plymouth,05,,,,,15.20060989,,,,,,,,,,,,,,,,7:00am to 10:30pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,61514.685752545,1114.78348908901
776,76031,Polaris Playlot,,7198 Quantico La N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,0.54702565,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,2213.73425742,189.918114728894
777,20084,Pond Dakota Mission Park,,10501 Third Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,45.01589644,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,182174.5150175,2591.64683229706
778,20051,Pond Family Center,,9600 3rd Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,3.97693849,,,,,,,,,,,,,,,,Unknown,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,16095.6564788,547.716090020676
779,40061,Ponderosa,,2700 Garland Lane N,Plymouth,053,MN,Open,,Natural Areas & Open Space,,,Plymouth,05,,,,,8.05844035,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,32611.35109786,1446.99802869426
780,74003,Ponds Park,,Near Pondview Dr & Mallard Ln,Loretto,053,MN,Open,Open,,,,Loretto,05,,,,,0.1691806,,,,,,,,,,,,,,,,Unknown,,,,,763-479-4305,https://www.ci.loretto.mn.us/index.asp?SEC=85AA5199-E8A0-41BC-8A92-FD4EFA034B37&Type=B_BASIC,,,Hennepin County,,,,,683.939430145,121.25453640074
